Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),vehicle_key,demand_target,revenue_target,car_price
NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6,AV,X,257,SUV - SMALL_X_AV_large,3622,141801300.0,39150.0
NISSAN,Sentra,MID-SIZE,2.0,4,AV,X,167,MID-SIZE_X_AV_medium,4596,140637600.0,30600.0
NISSAN,Sentra SR,MID-SIZE,2.0,4,AV,X,171,MID-SIZE_X_AV_medium,4021,123042600.0,30600.0
NISSAN,Sentra,MID-SIZE,2.0,4,M6,X,188,MID-SIZE_X_M6_medium,3972,121543200.0,30600.0
NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS9,Z,313,PICKUP TRUCK - STANDARD_Z_AS9_performance,1839,99122100.0,53900.0
NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8,AS9,Z,313,PICKUP TRUCK - STANDARD_Z_AS9_performance,922,49695800.0,53900.0
NISSAN,Versa,COMPACT,1.6,4,AV,X,158,COMPACT_X_AV_medium,4854,139795200.0,28800.0
NISSAN,Versa,COMPACT,1.6,4,M5,X,181,COMPACT_X_M5_medium,4313,124214400.0,28800.0
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,231,MINICOMPACT_Z_M6_medium,1891,87175100.0,46100.0
SUBARU,Crosstrek AWD,SUV - SMALL,2.0,4,AV8,X,185,SUV - SMALL_X_AV8_medium,4057,124144200.0,30600.0
SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,M5,X,210,MID-SIZE_X_M5_medium,3880,118728000.0,30600.0
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,AV7,X,178,STATION WAGON - SMALL_X_AV7_medium,3994,122216400.0,30600.0
SUBARU,Legacy AWD,FULL-SIZE,2.4,4,AV8,X,205,FULL-SIZE_X_AV8_medium,3322,147496800.0,44400.0
SUBARU,Legacy AWD,FULL-SIZE,2.5,4,AV8,X,185,FULL-SIZE_X_AV8_medium,3135,140604750.0,44850.0
SUBARU,Outback AWD,SUV - SMALL,2.4,4,AV8,X,213,SUV - SMALL_X_AV8_medium,3994,129405600.0,32400.0
SUBARU,Outback AWD,SUV - SMALL,2.5,4,AV8,X,192,SUV - SMALL_X_AV8_medium,4658,153015300.0,32850.0
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,263,COMPACT_Z_AV8_medium,3623,123544300.0,34100.0
SUBARU,WRX AWD,COMPACT,2.0,4,M6,Z,236,COMPACT_Z_M6_medium,3650,124465000.0,34100.0
SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,297,COMPACT_Z_M6_medium,2737,99489950.0,36350.0
TOYOTA,4Runner 4WD,SUV - STANDARD,4.0,6,AS5,X,321,SUV - STANDARD_X_AS5_xlarge,2255,120417000.0,53400.0
TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,321,SUV - STANDARD_X_AS5_xlarge,2364,126237600.0,53400.0
TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,232,MINICOMPACT_Z_M6_medium,1726,79568600.0,46100.0
TOYOTA,Camry LE/SE,MID-SIZE,2.5,4,AS8,X,173,MID-SIZE_X_AS8_medium,4246,139481100.0,32850.0
TOYOTA,Camry XLE/XSE,MID-SIZE,2.5,4,AS8,X,177,MID-SIZE_X_AS8_medium,4047,132943950.0,32850.0
TOYOTA,Camry TRD,MID-SIZE,3.5,6,AS8,X,220,MID-SIZE_X_AS8_large,3439,134636850.0,39150.0
TOYOTA,Camry AWD LE/SE,MID-SIZE,2.5,4,AS8,X,190,MID-SIZE_X_AS8_medium,3402,111755700.0,32850.0
TOYOTA,Camry AWD XLE/XSE,MID-SIZE,2.5,4,AS8,X,197,MID-SIZE_X_AS8_medium,3907,128344950.0,32850.0
TOYOTA,Camry Hybrid LE,MID-SIZE,2.5,4,AV,X,113,MID-SIZE_X_AV_medium,4944,162410400.0,32850.0
TOYOTA,Camry Hybrid XLE/SE,MID-SIZE,2.5,4,AV,X,121,MID-SIZE_X_AV_medium,4473,146938050.0,32850.0
TOYOTA,Corolla,COMPACT,1.8,4,AV,X,165,COMPACT_X_AV_medium,4794,142381800.0,29700.0
TOYOTA,Corolla XLE,COMPACT,1.8,4,AV,X,170,COMPACT_X_AV_medium,4544,134956800.0,29700.0
TOYOTA,Corolla,COMPACT,1.8,4,M6,X,165,COMPACT_X_M6_medium,4871,144668700.0,29700.0
TOYOTA,Corolla,COMPACT,2.0,4,AV10,X,158,COMPACT_X_AV10_medium,4751,145380600.0,30600.0
TOYOTA,Corolla XSE,COMPACT,2.0,4,AV10,X,164,COMPACT_X_AV10_medium,4512,138067200.0,30600.0
TOYOTA,Corolla,COMPACT,2.0,4,M6,X,173,COMPACT_X_M6_medium,4994,152816400.0,30600.0
TOYOTA,Corolla Hatchback,COMPACT,2.0,4,AV10,X,158,COMPACT_X_AV10_medium,5037,154132200.0,30600.0
TOYOTA,Corolla Hybrid,COMPACT,1.8,4,AV,X,106,COMPACT_X_AV_medium,5196,154321200.0,29700.0
TOYOTA,GR Supra,TWO-SEATER,3.0,6,AS8,Z,208,TWO-SEATER_Z_AS8_large,1822,95472800.0,52400.0
TOYOTA,Highlander,SUV - SMALL,3.5,6,AS8,X,240,SUV - SMALL_X_AS8_large,3594,140705100.0,39150.0
TOYOTA,Highlander AWD,SUV - SMALL,3.5,6,AS8,X,240,SUV - SMALL_X_AS8_large,3620,141723000.0,39150.0
TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,2.5,4,AV,X,158,SUV - STANDARD_X_AV_medium,3295,147780750.0,44850.0
TOYOTA,Highlander Hybrid AWD Limited/Platinum,SUV - STANDARD,2.5,4,AV,X,156,SUV - STANDARD_X_AV_medium,3985,178727250.0,44850.0
TOYOTA,Prius,MID-SIZE,1.8,4,AV,X,106,MID-SIZE_X_AV_medium,4759,141342300.0,29700.0
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS8,X,184,SUV - SMALL_X_AS8_medium,4172,137050200.0,32850.0
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS8,X,194,SUV - SMALL_X_AS8_medium,4829,158632650.0,32850.0
TOYOTA,RAV4 AWD TRD Off-Road,SUV - SMALL,2.5,4,AS8,X,200,SUV - SMALL_X_AS8_medium,4190,137641500.0,32850.0
TOYOTA,RAV4 Hybrid AWD,SUV - SMALL,2.5,4,AV,X,139,SUV - SMALL_X_AV_medium,4579,150420150.0,32850.0
TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,X,385,SUV - STANDARD_X_AS6_performance,762,47891700.0,62850.0
TOYOTA,Sienna,MINIVAN,3.5,6,AS8,X,259,MINIVAN_X_AS8_large,2975,116471250.0,39150.0
TOYOTA,Tacoma 4WD D-Cab TRD Off-Road/Pro,PICKUP TRUCK - SMALL,3.5,6,M6,X,300,PICKUP TRUCK - SMALL_X_M6_large,1939,75911850.0,39150.0
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,381,PICKUP TRUCK - STANDARD_X_AS6_performance,993,50494050.0,50850.0
TOYOTA,Yaris,COMPACT,1.5,4,AS6,X,155,COMPACT_X_AS6_small,4859,137752650.0,28350.0
TOYOTA,Yaris (SIL),COMPACT,1.5,4,M6,X,165,COMPACT_X_M6_small,5200,147420000.0,28350.0
